episode,side,start_s,end_s,air_s,peak_mm,supported_fraction,next_ground_s
10,right,3.34,3.48,0.14,3.7410323534771,1.0,0.16
10,right,3.64,3.78,0.14,4.7599040805201,1.0,1.34
10,right,5.12,5.14,0.02,0.010611251643866115,1.0,0.02
10,right,5.16,5.2,0.04,0.6590018736591,1.0,0.16
10,right,5.36,5.4,0.04,0.6198626768227999,1.0,1.24
10,right,6.640000000000001,6.72,0.08,2.0325147421456,1.0,0.16
10,right,6.88,6.9,0.02,0.1260776909057,1.0,0.02
10,right,6.92,6.94,0.02,0.0222181055304577,1.0,1.26
10,right,8.2,8.3,0.1,1.3722682592735,1.0,0.16
10,right,8.46,8.48,0.02,0.027763894464235845,1.0,1.28
10,right,9.76,9.8,0.04,0.5293394439263,1.0,0.16
10,right,9.96,10.06,0.1,1.1384248141194,1.0,0.14
10,right,10.2,10.24,0.04,0.010928507113292655,1.0,1.12
10,right,11.36,11.4,0.04,0.2156383433288,1.0,0.24
10,right,11.64,11.72,0.08,2.0394963775495,1.0,0.3
11,left,0.08,0.16,0.08,1.4238881745114,1.0,0.08
11,left,0.24,0.26,0.02,-0.07924397379924492,1.0,0.7000000000000001
11,left,0.96,0.98,0.02,0.00021829306470246002,1.0,0.02
11,left,1.0,1.04,0.04,0.004937234985097783,1.0,0.06
11,left,1.1,1.54,0.44,4.6631089285828,1.0,0.84
11,left,2.38,2.4,0.02,-0.012334773289720798,1.0,0.12
11,left,2.52,2.94,0.42,3.2621382567904003,1.0,0.06
11,left,3.0,3.06,0.06,2.2756125891393,1.0,1.12
11,left,4.18,4.2,0.02,0.11617245670019999,1.0,0.02
11,left,4.22,4.24,0.02,-0.1070882584695,1.0,0.14
11,left,4.38,4.48,0.1,1.9842257948363002,1.0,0.02
11,left,4.5,4.5200000000000005,0.02,-0.0945882585035012,1.0,1.1
11,left,5.62,5.66,0.04,0.38513506305350004,1.0,0.02
11,left,5.68,5.7,0.02,0.07903445286742104,1.0,0.02
11,left,5.72,5.76,0.04,0.1219917796136,1.0,0.06
11,left,5.82,5.94,0.12,4.9053294751742005,1.0,0.02
11,left,5.96,6.0200000000000005,0.06,0.01964777285373958,1.0,0.04
11,left,6.0600000000000005,6.140000000000001,0.08,0.4887696288636,1.0,0.08
11,left,6.22,6.24,0.02,0.0768258531057475,1.0,0.92
11,left,7.16,7.18,0.02,-0.04609953935658714,1.0,0.06
11,left,7.24,7.26,0.02,0.04895201102710035,1.0,0.08
11,left,7.34,7.36,0.02,0.003960873346033414,1.0,0.06
11,left,7.42,7.6,0.18,1.0535868206186,1.0,0.08
11,left,7.68,7.78,0.1,2.1564671267349,1.0,1.1
11,left,8.88,8.9,0.02,0.1443648399953,1.0,0.02
11,left,8.92,8.94,0.02,0.1522335438025,1.0,0.1
11,left,9.04,9.24,0.2,2.3909145301548,1.0,0.06
11,left,9.3,9.38,0.08,2.3073486943897,1.0,0.96
11,left,10.34,10.36,0.02,0.02561653728986712,1.0,0.04
11,left,10.4,10.42,0.02,0.010267890221419586,1.0,0.14
11,left,10.56,10.68,0.12,1.0386438955525,1.0,0.1
11,left,10.78,10.92,0.14,0.1710051176745,1.0,0.06
11,left,10.98,11.02,0.04,1.285170262309,1.0,0.96
11,right,1.92,2.0,0.08,0.007971354919094828,1.0,0.14
11,right,2.14,2.16,0.02,0.5533627713849,1.0,1.12
11,right,3.28,3.36,0.08,2.2711622404526,1.0,0.16
11,right,3.52,3.6,0.08,1.543059784032,1.0,0.18
11,right,3.78,3.86,0.08,1.1686433528422,1.0,1.08
11,right,4.94,5.0200000000000005,0.08,1.7185046699913,1.0,0.16
11,right,5.18,5.28,0.1,3.9868090755648002,1.0,1.34
11,right,6.62,6.66,0.04,0.29943577409370004,1.0,0.16
11,right,6.82,6.9,0.08,0.6025294939443,1.0,1.26
11,right,8.16,8.28,0.12,3.8165566479404003,1.0,1.5
11,right,9.78,9.86,0.08,5.0657123889771,1.0,0.04
11,right,9.9,9.94,0.04,0.3301278836857,1.0,0.04
11,right,9.98,10.04,0.06,0.43149062469070004,1.0,0.2
11,right,10.24,10.3,0.06,0.7771804142696,1.0,1.04
11,right,11.34,11.4,0.06,1.2661022405707998,1.0,0.16
11,right,11.56,11.62,0.06,2.760975134075,1.0,0.4
12,left,0.08,0.16,0.08,1.5183306038142002,1.0,0.8200000000000001
12,left,0.98,1.06,0.08,0.3311764950166,1.0,0.08
12,left,1.14,1.48,0.34,10.1062482735024,1.0,0.16
12,left,1.64,1.66,0.02,0.030557579260495106,1.0,0.8
12,left,2.46,2.48,0.02,-0.06068868645560041,1.0,0.02
12,left,2.5,2.54,0.04,0.0060173071860846,1.0,0.06
12,left,2.6,2.76,0.16,3.3188658833373,1.0,0.06
12,left,2.82,2.86,0.04,0.1888790594374,1.0,0.02
12,left,2.88,2.94,0.06,0.4279247254025,1.0,0.02
12,left,2.96,3.06,0.1,1.0497098247514,1.0,0.02
12,left,3.08,3.1,0.02,-0.03016384174969917,1.0,0.9400000000000001
12,left,4.04,4.08,0.04,0.4349682784303,1.0,0.08
12,left,4.16,4.3,0.14,2.1800014733458997,1.0,0.08
12,left,4.38,4.62,0.24,3.0762212806167,1.0,0.08
12,left,4.7,4.72,0.02,0.03733132295819907,1.0,0.8
12,left,5.5200000000000005,5.54,0.02,-0.05457457657046579,1.0,0.08
12,left,5.62,5.68,0.06,1.0605966810031,1.0,0.1
12,left,5.78,5.92,0.14,2.0712164265390003,1.0,0.08
12,left,6.0,6.18,0.18,1.5676969930217,1.0,0.02
12,left,6.2,6.22,0.02,0.08975015203868328,1.0,0.02
12,left,6.24,6.26,0.02,0.1373222980863,1.0,0.02
12,left,6.28,6.3,0.02,0.03825407945959834,1.0,0.08
12,left,6.38,6.4,0.02,0.002442945899808636,1.0,0.8
12,left,7.2,7.26,0.06,0.2253362460071,1.0,0.1
12,left,7.36,7.44,0.08,1.0955721251427,1.0,0.08
12,left,7.52,7.68,0.16,1.3589122106043998,1.0,0.06
12,left,7.74,7.76,0.02,0.222076839395,1.0,1.02
12,left,8.78,8.8,0.02,0.1619245723829,1.0,0.02
12,left,8.82,8.84,0.02,0.2826346300558,1.0,0.08
12,left,8.92,9.12,0.2,4.074352551511399,1.0,0.06
12,left,9.18,9.36,0.18,1.5278560829572,1.0,0.06
12,left,9.42,9.54,0.12,2.7560407621916,1.0,0.84
12,left,10.38,10.4,0.02,0.005401400196773654,1.0,0.16
12,left,10.56,10.6,0.04,0.503469000746,1.0,0.08
12,left,10.68,10.78,0.1,0.9730507987704999,1.0,0.16
12,left,10.94,10.98,0.04,1.4952160091396,1.0,0.04
12,left,11.02,11.04,0.02,0.010384032278515363,1.0,0.98
12,right,1.7,1.78,0.08,2.0490888078586,1.0,0.22
12,right,2.0,2.08,0.08,1.1051109022282999,1.0,0.14
12,right,2.22,2.28,0.06,0.8253879402147,1.0,1.04
12,right,3.3200000000000003,3.44,0.12,2.2034788812431,1.0,0.14
12,right,3.58,3.72,0.14,3.8105587223996,1.0,1.3800000000000001
12,right,5.1000000000000005,5.18,0.08,1.7282542755893,1.0,0.16
12,right,5.34,5.38,0.04,1.2624751345914,1.0,1.24
12,right,6.62,6.74,0.12,2.2182292157965,1.0,0.14
12,right,6.88,6.96,0.08,1.4501534866099999,1.0,1.22
12,right,8.18,8.26,0.08,1.2284248079391,1.0,0.18
12,right,8.44,8.52,0.08,1.2906402369130001,1.0,1.28
12,right,9.8,9.96,0.16,6.3772869064297,1.0,0.22
12,right,10.18,10.3,0.12,3.0217582644523997,1.0,1.08
12,right,11.38,11.5,0.12,1.6880217017984,1.0,0.16
12,right,11.66,11.72,0.06,0.3141169192043,1.0,0.3
13,left,0.98,1.0,0.02,-0.05220357058083498,1.0,0.06
13,left,1.06,1.08,0.02,0.011759068238135705,1.0,0.02
13,left,1.1,1.38,0.28,1.3481684901357,1.0,0.04
13,left,1.42,1.48,0.06,1.7723735610616,1.0,1.0
13,left,2.48,2.66,0.18,2.682386954496,1.0,0.02
13,left,2.68,2.74,0.06,0.5937255312384,1.0,0.08
13,left,2.82,2.9,0.08,0.7204860760625,1.0,0.1
13,left,3.0,3.08,0.08,4.8488335806283995,1.0,1.1
13,left,4.18,4.2,0.02,0.0138386509016767,1.0,0.06
13,left,4.26,4.3,0.04,0.2435300048653,1.0,0.04
13,left,4.34,4.42,0.08,0.1427319296314,1.0,0.06
13,left,4.48,4.64,0.16,4.0887835616104,1.0,1.02
13,left,5.66,5.68,0.02,0.2389794616892,1.0,0.14
13,left,5.82,5.88,0.06,0.0200383725171005,1.0,0.12
13,left,6.0,6.26,0.26,2.1325729279938,1.0,0.08
13,left,6.34,6.38,0.04,0.9046631332649,1.0,0.78
13,left,7.16,7.2,0.04,0.061972966146755896,1.0,0.02
13,left,7.22,7.26,0.04,0.1777713697196,1.0,0.1
13,left,7.36,7.5,0.14,1.569131590999,1.0,0.06
13,left,7.56,7.72,0.16,0.455272710749,1.0,0.04
13,left,7.76,7.82,0.06,1.1593275082884,1.0,0.02
13,left,7.84,7.88,0.04,0.30220453994799995,1.0,0.96
13,left,8.84,8.86,0.02,-0.07746273691818309,1.0,0.02
13,left,8.88,8.9,0.02,0.1133477453655,1.0,0.1
13,left,9.0,9.02,0.02,-0.12902775044390002,1.0,0.02
13,left,9.04,9.06,0.02,-0.1351582910395,1.0,0.02
13,left,9.08,9.14,0.06,0.0368199409051858,1.0,0.06
13,left,9.2,9.3,0.1,1.0538678956628,1.0,1.04
13,left,10.34,10.38,0.04,0.0031297924148058,1.0,0.14
13,left,10.52,10.56,0.04,0.7466980800023999,1.0,0.02
13,left,10.58,10.6,0.02,0.6923134364678,1.0,0.1
13,left,10.7,10.88,0.18,1.8195297569581,1.0,0.06
13,left,10.94,10.96,0.02,0.1640431246772,1.0,1.06
13,right,1.84,1.94,0.1,0.7109963995857,1.0,0.16
13,right,2.1,2.16,0.06,2.1313995311645,1.0,1.18
13,right,3.34,3.44,0.1,0.9076900387219999,1.0,0.14
13,right,3.58,3.66,0.08,3.1430119528156997,1.0,0.04
13,right,3.7,3.72,0.02,0.0002828067591905889,1.0,1.22
13,right,4.94,5.16,0.22,3.9555029871987997,1.0,0.14
13,right,5.3,5.34,0.04,1.7534685023998,1.0,0.04
13,right,5.38,5.4,0.02,0.06336059043416395,1.0,1.16
13,right,6.5600000000000005,6.62,0.06,2.8182634108872,1.0,0.12
13,right,6.74,6.78,0.04,0.2003335547577,1.0,1.44
13,right,8.22,8.3,0.08,1.1953612410027001,1.0,0.16
13,right,8.46,8.5,0.04,0.24147640497950001,1.0,1.26
13,right,9.76,9.86,0.1,1.3835808543498,1.0,0.2
13,right,10.06,10.1,0.04,0.4079815583156,1.0,1.32
13,right,11.42,11.52,0.1,1.5362988239409001,1.0,0.18
13,right,11.7,11.8,0.1,1.8814089768739,1.0,0.22
14,left,1.04,1.1,0.06,0.5573059477336,1.0,0.04
14,left,1.14,1.4,0.26,2.6723617428415,1.0,0.06
14,left,1.46,1.6,0.14,2.0355326970560004,1.0,0.96
14,left,2.56,2.58,0.02,0.01785430760010715,1.0,0.06
14,left,2.64,2.76,0.12,1.2085404607066,1.0,0.06
14,left,2.82,3.1,0.28,1.8887904692364,1.0,0.92
14,left,4.0200000000000005,4.04,0.02,0.042358862751374834,1.0,0.02
14,left,4.0600000000000005,4.08,0.02,-0.14625886427229998,1.0,0.02
14,left,4.1,4.12,0.02,0.3573851131449,1.0,0.14
14,left,4.26,4.38,0.12,1.5653153743952999,1.0,0.06
14,left,4.44,4.46,0.02,0.1299117652712,1.0,0.08
14,left,4.54,4.5600000000000005,0.02,0.0546310947070203,1.0,0.04
14,left,4.6000000000000005,4.62,0.02,-0.08391895668345262,1.0,0.76
14,left,5.38,5.4,0.02,0.011425992597248122,1.0,0.22
14,left,5.62,5.64,0.02,0.07539200713615068,1.0,0.02
14,left,5.66,5.68,0.02,-0.006072716254587954,1.0,0.14
14,left,5.82,5.84,0.02,0.282063312389,1.0,0.02
14,left,5.86,5.88,0.02,0.07608343578856432,1.0,0.12
14,left,6.0,6.08,0.08,1.3287901174277,1.0,0.02
14,left,6.1000000000000005,6.12,0.02,-0.2826260830123,1.0,2.82
14,left,8.94,8.96,0.02,0.349210191361,1.0,0.1
14,left,9.06,9.14,0.08,0.877588740019,1.0,1.28
14,left,10.42,10.46,0.04,0.3660369560403,1.0,0.18
14,left,10.64,10.72,0.08,0.3243566010273,1.0,0.12
14,left,10.84,10.9,0.06,0.5409328047629001,1.0,1.12
14,right,1.68,1.7,0.02,0.2842184606152,1.0,0.12
14,right,1.82,1.84,0.02,0.1428654911286,1.0,0.1
14,right,1.94,1.98,0.04,0.006830985767775771,1.0,1.5
14,right,3.48,3.5,0.02,0.015695129495231844,1.0,1.42
14,right,4.92,5.0200000000000005,0.1,1.6892318934412,1.0,0.14
14,right,5.16,5.26,0.1,3.4685747137301997,1.0,0.24
14,right,5.5,5.5200000000000005,0.02,-0.07688436717823502,1.0,1.46
14,right,6.98,7.0200000000000005,0.04,0.08667224971336228,1.0,1.36
14,right,8.38,8.46,0.08,0.8257603237331,1.0,1.3
14,right,9.76,9.8,0.04,0.3875551620513,1.0,1.6600000000000001
14,right,11.46,11.6,0.14,2.7453485994573996,1.0,0.18
14,right,11.78,11.82,0.04,0.8894107574008,1.0,0.2
15,left,1.06,1.44,0.38,3.4407871783850004,1.0,1.0
15,left,2.44,2.56,0.12,0.9802261175497,1.0,0.04
15,left,2.6,3.08,0.48,6.0022177544368995,1.0,0.96
15,left,4.04,4.0600000000000005,0.02,0.12222618216730001,1.0,0.02
15,left,4.08,4.1,0.02,0.4521504664256,1.0,0.08
15,left,4.18,4.32,0.14,1.5220546862485,1.0,0.18
15,left,4.5,4.5200000000000005,0.02,0.09832600706298315,1.0,0.02
15,left,4.54,4.5600000000000005,0.02,0.23449485179010002,1.0,0.02
15,left,4.58,4.6000000000000005,0.02,-0.008356060905026844,1.0,0.02
15,left,4.62,4.64,0.02,0.0112131410049017,1.0,0.02
15,left,4.66,4.68,0.02,0.012443092485095106,1.0,1.1
15,left,5.78,5.8,0.02,0.238396931121,1.0,0.1
15,left,5.9,6.0200000000000005,0.12,0.7565898766661,1.0,0.06
15,left,6.08,6.1000000000000005,0.02,0.237934662884,1.0,0.02
15,left,6.12,6.18,0.06,0.054733716506055394,1.0,0.02
15,left,6.2,6.22,0.02,-0.017183414852755055,1.0,0.1
15,left,6.32,6.36,0.04,0.1542923303265,1.0,1.1400000000000001
15,left,7.5,7.52,0.02,0.0918255169338536,1.0,0.16
15,left,7.68,7.78,0.1,0.330534519728,1.0,0.02
15,left,7.8,7.82,0.02,0.3437165180735,1.0,0.12
15,left,7.94,7.98,0.04,0.04710284767099875,1.0,0.8200000000000001
15,left,8.8,8.86,0.06,0.036646981592400665,1.0,0.2
15,left,9.06,9.52,0.46,0.2754675243706,1.0,0.02
15,left,9.54,9.56,0.02,-0.1289575372628,1.0,0.92
15,left,10.48,10.58,0.1,1.2810716678075,1.0,0.12
15,left,10.7,10.72,0.02,0.1166735463933,1.0,0.02
15,left,10.74,10.82,0.08,0.6142976961439,1.0,0.06
15,left,10.88,10.9,0.02,0.02129306184360112,1.0,1.12
15,right,1.66,1.74,0.08,1.1777850070572,1.0,0.16
15,right,1.9,1.96,0.06,0.6420927793818,1.0,1.4000000000000001
15,right,3.36,3.58,0.22,6.2050536226836,1.0,0.16
15,right,3.74,3.78,0.04,0.7660835286193,1.0,1.08
15,right,4.86,4.9,0.04,0.8495420579298,1.0,0.02
15,right,4.92,4.94,0.02,0.05177427870449187,1.0,0.18
15,right,5.12,5.16,0.04,0.2459633524634,1.0,0.12
15,right,5.28,5.32,0.04,0.5379202593214,1.0,1.34
15,right,6.66,6.74,0.08,1.7861672506977,1.0,0.16
15,right,6.9,6.94,0.04,0.04360835423991311,1.0,1.2
15,right,8.14,8.18,0.04,0.035696645839993456,1.0,0.18
15,right,8.36,8.38,0.02,0.0871991349662331,1.0,0.02
15,right,8.4,8.46,0.06,1.4608269692026001,1.0,1.36
15,right,9.82,9.98,0.16,4.9487385922398,1.0,0.16
15,right,10.14,10.24,0.1,1.1562482333853,1.0,1.12
15,right,11.36,11.42,0.06,0.7101807202323001,1.0,0.48
15,right,11.9,11.92,0.02,0.005597676256114889,1.0,0.02
15,right,11.94,11.96,0.02,0.107013630645,1.0,0.06
16,left,1.06,1.08,0.02,0.010218812091599036,1.0,0.02
16,left,1.1,1.24,0.14,0.7512008790807999,1.0,0.06
16,left,1.3,1.44,0.14,6.276204743523801,1.0,0.76
16,left,2.2,2.22,0.02,0.1819082342472,1.0,0.22
16,left,2.44,2.46,0.02,0.2162852029522,1.0,0.2
16,left,2.66,2.8000000000000003,0.14,1.4408241478597,1.0,0.08
16,left,2.88,2.92,0.04,1.2111490812160999,1.0,0.02
16,left,2.94,2.96,0.02,-0.2026803398501,1.0,1.04
16,left,4.0,4.0600000000000005,0.06,0.6185494614321,1.0,0.08
16,left,4.14,4.34,0.2,3.6666772129419,1.0,0.06
16,left,4.4,4.58,0.18,0.8746690853395,1.0,0.06
16,left,4.64,4.72,0.08,3.177946776655,1.0,0.18
16,left,4.9,4.92,0.02,-0.03228414788695967,1.0,0.74
16,left,5.66,5.76,0.1,0.5868382347232,1.0,0.08
16,left,5.84,6.0200000000000005,0.18,2.1155809371846996,1.0,0.06
16,left,6.08,6.140000000000001,0.06,0.668110384267,1.0,0.02
16,left,6.16,6.18,0.02,0.42330535848609996,1.0,0.06
16,left,6.24,6.36,0.12,2.0913622851649003,1.0,0.84
16,left,7.2,7.26,0.06,0.6098714877779999,1.0,0.08
16,left,7.34,7.46,0.12,2.2774289633481,1.0,0.14
16,left,7.6,7.8,0.2,1.3022750279287,1.0,0.02
16,left,7.82,7.84,0.02,0.6031803793919,1.0,0.08
16,left,7.92,7.94,0.02,0.4904700634136,1.0,0.86
16,left,8.8,8.82,0.02,0.12529728044240002,1.0,0.1
16,left,8.92,9.06,0.14,1.675383412842,1.0,0.12
16,left,9.18,9.3,0.12,1.3752199700417,1.0,0.04
16,left,9.34,9.44,0.1,1.9066233953202,1.0,0.92
16,left,10.36,10.38,0.02,0.010688214198847912,1.0,0.2
16,left,10.58,10.66,0.08,0.9187129423833,1.0,0.06
16,left,10.72,10.86,0.14,1.1597206926605002,1.0,0.08
16,left,10.94,10.98,0.04,0.21166157639390001,1.0,1.04
16,right,1.7,1.86,0.16,5.3932919377406,1.0,0.16
16,right,2.02,2.12,0.1,1.8601575178658,1.0,1.24
16,right,3.36,3.44,0.08,1.4586703005209,1.0,0.18
16,right,3.62,3.66,0.04,1.338001757218,1.0,1.3
16,right,4.96,5.0600000000000005,0.1,3.9713170063663,1.0,0.08
16,right,5.14,5.24,0.1,1.7553065359834,1.0,1.3
16,right,6.54,6.640000000000001,0.1,2.7738960183356,1.0,0.16
16,right,6.8,6.92,0.12,2.8518005864551,1.0,0.16
16,right,7.08,7.1000000000000005,0.02,0.005068712325322208,1.0,1.06
16,right,8.16,8.3,0.14,1.782208881259,1.0,0.2
16,right,8.5,8.58,0.08,3.1082459643708003,1.0,1.1400000000000001
16,right,9.72,9.82,0.1,2.1333378767538997,1.0,0.22
16,right,10.04,10.06,0.02,0.2720674510366,1.0,0.2
16,right,10.26,10.3,0.04,0.6213004617283,1.0,1.1
16,right,11.4,11.48,0.08,2.0946804668528003,1.0,0.16
16,right,11.64,11.66,0.02,0.2395206060433,1.0,0.36
17,left,1.06,1.08,0.02,-0.08807804719461465,1.0,0.12
17,left,1.2,1.28,0.08,0.4453214601211,1.0,0.06
17,left,1.34,1.42,0.08,0.3105138759002,1.0,0.12
17,left,1.54,1.62,0.08,0.36975191779530003,1.0,0.8
17,left,2.42,2.46,0.04,0.24912279339920002,1.0,0.14
17,left,2.6,2.62,0.02,-0.1263865104946,1.0,0.02
17,left,2.64,2.66,0.02,-0.0515445266195385,1.0,0.16
17,left,2.82,2.84,0.02,0.05342548149819132,1.0,0.02
17,left,2.86,2.88,0.02,0.3896738308259,1.0,0.02
17,left,2.9,2.92,0.02,0.05573427880729322,1.0,0.02
17,left,2.94,3.04,0.1,0.4942629598347,1.0,0.02
17,left,3.06,3.08,0.02,0.43930986037849995,1.0,0.98
17,left,4.0600000000000005,4.18,0.12,2.5018885983821,1.0,0.06
17,left,4.24,4.48,0.24,3.8767772159198,1.0,0.08
17,left,4.5600000000000005,4.6000000000000005,0.04,0.5612132859095,1.0,2.74
17,left,7.34,7.36,0.02,0.024838231180488064,1.0,0.02
17,left,7.38,7.4,0.02,-0.04428834818319621,1.0,0.08
17,left,7.48,7.54,0.06,1.2665965803650001,1.0,1.32
17,left,8.86,8.88,0.02,0.01102079889598543,1.0,0.14
17,left,9.02,9.1,0.08,1.0024501711420002,1.0,0.12
17,left,9.22,9.24,0.02,-0.08006155450329959,1.0,0.02
17,left,9.26,9.28,0.02,-0.06046606375034822,1.0,0.86
17,left,10.14,10.2,0.06,0.6748589416841,1.0,0.48
17,left,10.68,10.78,0.1,0.9380108906784,1.0,0.04
17,left,10.82,10.84,0.02,0.08118809885208825,1.0,0.04
17,left,10.88,10.94,0.06,0.0674245857373093,1.0,1.08
17,right,1.66,1.72,0.06,1.5630363048194,1.0,0.06
17,right,1.78,1.84,0.06,0.08008178958686732,1.0,0.16
17,right,2.0,2.02,0.02,0.023953573532601788,1.0,1.28
17,right,3.3000000000000003,3.48,0.18,4.6065473499806,1.0,0.22
17,right,3.7,3.76,0.06,1.2848888323984,1.0,1.16
17,right,4.92,4.98,0.06,0.2892942802287,1.0,1.74
17,right,6.72,6.76,0.04,0.1392973499644,1.0,0.24
17,right,7.0,7.0200000000000005,0.02,0.109695585141,1.0,1.1400000000000001
17,right,8.16,8.26,0.1,1.4699152320900999,1.0,1.5
17,right,9.76,9.8,0.04,0.8744129812519,1.0,0.18
17,right,9.98,10.08,0.1,1.5993275036766,1.0,0.16
17,right,10.24,10.26,0.02,0.02495853822162856,1.0,1.08
17,right,11.34,11.42,0.08,1.685547012932,1.0,0.18
17,right,11.6,11.76,0.16,2.3681379503695,1.0,0.26
18,left,0.06,0.08,0.02,0.006575400448359785,1.0,1.1
18,left,1.18,1.22,0.04,0.35423390449229997,1.0,0.2
18,left,1.42,1.44,0.02,-0.08685520461090226,1.0,0.02
18,left,1.46,1.5,0.04,0.3651895273152,1.0,0.14
18,left,1.64,1.66,0.02,0.00421373495446218,1.0,0.8200000000000001
18,left,2.48,2.5,0.02,0.44301938431169996,1.0,0.1
18,left,2.6,2.66,0.06,0.09502027246246872,1.0,0.12
18,left,2.78,3.08,0.3,1.4261511887657998,1.0,0.02
18,left,3.1,3.12,0.02,-0.03700249488510811,1.0,0.12
18,left,3.24,3.26,0.02,0.014699318965122506,1.0,0.78
18,left,4.04,4.0600000000000005,0.02,0.0007771303667095976,1.0,0.1
18,left,4.16,4.24,0.08,0.2596263538366,1.0,0.02
18,left,4.26,4.28,0.02,-0.21874654423019999,1.0,0.02
18,left,4.3,4.32,0.02,-0.1305352328471,1.0,0.02
18,left,4.34,4.46,0.12,0.6973616051115,1.0,0.06
18,left,4.5200000000000005,4.58,0.06,1.3205803292119,1.0,1.2
18,left,5.78,5.9,0.12,0.4779682826714,1.0,0.06
18,left,5.96,6.08,0.12,2.2691270918186,1.0,0.04
18,left,6.12,6.140000000000001,0.02,-0.01842547952621591,1.0,1.4000000000000001
18,left,7.54,7.56,0.02,0.062090317500004474,1.0,0.02
18,left,7.58,7.72,0.14,1.76651511893,1.0,0.04
18,left,7.76,7.86,0.1,1.5654794625577,1.0,0.98
18,left,8.84,8.92,0.08,0.9820281858075001,1.0,0.06
18,left,8.98,9.06,0.08,0.293033868044,1.0,0.08
18,left,9.14,9.26,0.12,0.9435319654493,1.0,0.08
18,left,9.34,9.36,0.02,0.5395034750747001,1.0,0.04
18,left,9.4,9.42,0.02,-0.04125626011731347,1.0,1.0
18,left,10.42,10.44,0.02,0.003056682682220195,1.0,0.12
18,left,10.56,10.7,0.14,1.9946701099329998,1.0,0.08
18,left,10.78,10.8,0.02,-0.1010156874199,1.0,0.02
18,left,10.82,11.1,0.28,1.6326618476152,1.0,0.92
18,right,1.68,1.78,0.1,1.4469387078547,1.0,0.14
18,right,1.92,1.94,0.02,0.0960976600338278,1.0,1.42
18,right,3.36,3.4,0.04,0.590996962289,1.0,0.16
18,right,3.56,3.6,0.04,0.1096966058173,1.0,0.02
18,right,3.62,3.64,0.02,0.1990643409158,1.0,1.26
18,right,4.9,4.94,0.04,0.2256372016292,1.0,0.18
18,right,5.12,5.24,0.12,2.7520127807812,1.0,0.16
18,right,5.4,5.46,0.06,0.7626172997014,1.0,0.02
18,right,5.48,5.5,0.02,0.0407643527027793,1.0,1.28
18,right,6.78,6.82,0.04,0.6792157698019999,1.0,0.2
18,right,7.0200000000000005,7.08,0.06,0.3570956789354,1.0,1.1400000000000001
18,right,8.22,8.38,0.16,3.191536770435,1.0,0.18
18,right,8.56,8.620000000000001,0.06,1.8022601770596,1.0,1.12
18,right,9.74,9.86,0.12,1.0462558189127,1.0,0.16
18,right,10.02,10.04,0.02,1.3644200877244002,1.0,0.24
18,right,10.28,10.3,0.02,0.002096116780664608,1.0,0.02
18,right,10.32,10.34,0.02,0.3213829662643,1.0,1.06
18,right,11.4,11.56,0.16,4.7341848291039,1.0,0.24
18,right,11.8,11.88,0.08,1.0042103118587,1.0,0.14
19,left,0.08,0.14,0.06,0.4323188883357,1.0,0.84
19,left,0.98,1.0,0.02,-0.0439231251277831,1.0,0.1
19,left,1.1,1.38,0.28,8.698125127966101,1.0,1.08
19,left,2.46,2.48,0.02,0.0011978686349934514,1.0,0.16
19,left,2.64,2.68,0.04,0.1548600552997,1.0,0.14
19,left,2.82,2.92,0.1,0.8841650571813,1.0,1.1
19,left,4.0200000000000005,4.16,0.14,1.9994071141496,1.0,0.08
19,left,4.24,4.32,0.08,1.1245086135309001,1.0,0.08
19,left,4.4,4.62,0.22,4.445533365041101,1.0,1.0
19,left,5.62,5.64,0.02,0.08254733517765872,1.0,0.02
19,left,5.66,5.72,0.06,0.26066095690749996,1.0,0.08
19,left,5.8,5.92,0.12,0.6768835184971,1.0,0.02
19,left,5.94,5.96,0.02,0.0021145979822254773,1.0,0.06
19,left,6.0200000000000005,6.04,0.02,0.4579043120284,1.0,1.1400000000000001
19,left,7.18,7.2,0.02,0.027181482772501483,1.0,0.04
19,left,7.24,7.26,0.02,0.40952470387330003,1.0,0.02
19,left,7.28,7.3,0.02,0.018851055432443208,1.0,0.08
19,left,7.38,7.58,0.2,2.7988628780288,1.0,0.06
19,left,7.640000000000001,7.82,0.18,1.0325927121825,1.0,1.0
19,left,8.82,8.84,0.02,0.05670820270969011,1.0,0.02
19,left,8.86,8.88,0.02,0.1411937886087,1.0,0.08
19,left,8.96,9.1,0.14,2.4659478039075,1.0,0.04
19,left,9.14,9.16,0.02,-0.140338692307,1.0,0.04
19,left,9.2,9.26,0.06,0.7301109900796,1.0,0.02
19,left,9.28,9.3,0.02,0.09686104972933889,1.0,0.02
19,left,9.32,9.48,0.16,3.1372041989903003,1.0,0.9
19,left,10.38,10.4,0.02,-0.02628448997401677,1.0,0.02
19,left,10.42,10.44,0.02,0.04216201095950771,1.0,0.14
19,left,10.58,10.7,0.12,1.1721767608302,1.0,0.06
19,left,10.76,10.88,0.12,0.7622570371318,1.0,0.08
19,left,10.96,11.0,0.04,0.8239183999907,1.0,0.04
19,left,11.04,11.06,0.02,-0.09978917100689125,1.0,0.96
19,right,1.8,1.92,0.12,1.3672737615398,1.0,0.14
19,right,2.06,2.08,0.02,0.028080420000129933,1.0,0.02
19,right,2.1,2.18,0.08,1.1611541826201999,1.0,1.18
19,right,3.36,3.6,0.24,6.0446690450934,1.0,0.16
